gatherer,date,fruit,amount
Rick,17-01-2020,apples,0.01
Rick,17-01-2020,oranges,0.15
Rick,17-01-2020,strawberries,0
Rick,17-01-2020,plums,0
Rick,17-01-2020,pears,0.01
Rick,17-01-2020,tomatoes,0.19
Dick,17-01-2020,apples,0.01
Dick,17-01-2020,oranges,0.15
Dick,17-01-2020,strawberries,0
Dick,17-01-2020,plums,0
Dick,17-01-2020,pears,0.02
Dick,17-01-2020,tomatoes,0.02
Jake,17-01-2020,apples,0
Jake,17-01-2020,oranges,0.08
Jake,17-01-2020,strawberries,0
Jake,17-01-2020,plums,0
Jake,17-01-2020,pears,0.01
Jake,17-01-2020,tomatoes,0.1
Paul,17-01-2020,apples,0
Paul,17-01-2020,oranges,0.14
Paul,17-01-2020,strawberries,0
Paul,17-01-2020,plums,0
Paul,17-01-2020,pears,0.01
Paul,17-01-2020,tomatoes,0.1
Jason,17-01-2020,apples,0.01
Jason,17-01-2020,oranges,0.14
Jason,17-01-2020,strawberries,0
Jason,17-01-2020,plums,0
Jason,17-01-2020,pears,0.01
Jason,17-01-2020,tomatoes,0.21
Peter,17-01-2020,apples,0.01
Peter,17-01-2020,oranges,0.08
Peter,17-01-2020,strawberries,0
Peter,17-01-2020,plums,0
Peter,17-01-2020,pears,0.01
Peter,17-01-2020,tomatoes,0.06
John,18-01-2020,apples,0.01
John,18-01-2020,oranges,0.11
John,18-01-2020,strawberries,0
John,18-01-2020,plums,0
John,18-01-2020,pears,0.01
John,18-01-2020,tomatoes,0.11
Nick,18-01-2020,apples,0.01
Nick,18-01-2020,oranges,0.2
Nick,18-01-2020,strawberries,0
Nick,18-01-2020,plums,0
Nick,18-01-2020,pears,0.03
Nick,18-01-2020,tomatoes,0.2
Rick,18-01-2020,apples,0.01
Rick,18-01-2020,oranges,0.12
Rick,18-01-2020,strawberries,0
Rick,18-01-2020,plums,0
Rick,18-01-2020,pears,0.01
Rick,18-01-2020,tomatoes,0.13
Dick,18-01-2020,apples,0.01
Dick,18-01-2020,oranges,0.06
Dick,18-01-2020,strawberries,0
Dick,18-01-2020,plums,0
Dick,18-01-2020,pears,0
Dick,18-01-2020,tomatoes,0.07
Jake,18-01-2020,apples,0
Jake,18-01-2020,oranges,0.16
Jake,18-01-2020,strawberries,0
Jake,18-01-2020,plums,0
Jake,18-01-2020,pears,0.02
Jake,18-01-2020,tomatoes,0.08
Paul,18-01-2020,apples,0.01
Paul,18-01-2020,oranges,0.16
Paul,18-01-2020,strawberries,0
Paul,18-01-2020,plums,0
Paul,18-01-2020,pears,0.01
Paul,18-01-2020,tomatoes,0.13
Jason,18-01-2020,apples,0.01
Jason,18-01-2020,oranges,0.01
Jason,18-01-2020,strawberries,0
Jason,18-01-2020,plums,0
Jason,18-01-2020,pears,0.02
Jason,18-01-2020,tomatoes,0.18
Peter,18-01-2020,apples,0
Peter,18-01-2020,oranges,0.08
Peter,18-01-2020,strawberries,0
Peter,18-01-2020,plums,0
Peter,18-01-2020,pears,0.01
Peter,18-01-2020,tomatoes,0.08
John,19-01-2020,apples,0.01
John,19-01-2020,oranges,0.01
John,19-01-2020,strawberries,0
John,19-01-2020,plums,0
John,19-01-2020,pears,0.01
John,19-01-2020,tomatoes,0.1
Nick,19-01-2020,apples,0.02
Nick,19-01-2020,oranges,0.03
Nick,19-01-2020,strawberries,0
Nick,19-01-2020,plums,0
Nick,19-01-2020,pears,0.01
Nick,19-01-2020,tomatoes,0.01
Rick,19-01-2020,apples,0.01
Rick,19-01-2020,oranges,0.09
Rick,19-01-2020,strawberries,0
Rick,19-01-2020,plums,0
Rick,19-01-2020,pears,0.02
Rick,19-01-2020,tomatoes,0.12
Dick,19-01-2020,apples,0
Dick,19-01-2020,oranges,0.19
Dick,19-01-2020,strawberries,0
Dick,19-01-2020,plums,0
Dick,19-01-2020,pears,0.02
Dick,19-01-2020,tomatoes,0.15
Jake,19-01-2020,apples,0.01
Jake,19-01-2020,oranges,0.27
Jake,19-01-2020,strawberries,0
Jake,19-01-2020,plums,0
Jake,19-01-2020,pears,0.01
Jake,19-01-2020,tomatoes,0.14
Paul,19-01-2020,apples,0.01
Paul,19-01-2020,oranges,0.1
Paul,19-01-2020,strawberries,0.01
Paul,19-01-2020,plums,0
Paul,19-01-2020,pears,0.01
Paul,19-01-2020,tomatoes,0.06
Jason,19-01-2020,apples,0
Jason,19-01-2020,oranges,0.11
Jason,19-01-2020,strawberries,0
Jason,19-01-2020,plums,0
Jason,19-01-2020,pears,0.01
Jason,19-01-2020,tomatoes,0.09
Peter,19-01-2020,apples,0.01
Peter,19-01-2020,oranges,0.16
Peter,19-01-2020,strawberries,0
Peter,19-01-2020,plums,0
Peter,19-01-2020,pears,0
Peter,19-01-2020,tomatoes,0
John,20-01-2020,apples,0.01
John,20-01-2020,oranges,0.21
John,20-01-2020,strawberries,0
John,20-01-2020,plums,0
John,20-01-2020,pears,0.02
John,20-01-2020,tomatoes,0.07
Nick,20-01-2020,apples,0.02
Nick,20-01-2020,oranges,0.05
Nick,20-01-2020,strawberries,0
Nick,20-01-2020,plums,0
Nick,20-01-2020,pears,0.02
Nick,20-01-2020,tomatoes,0.03
Rick,20-01-2020,apples,0.01
Rick,20-01-2020,oranges,0.11
Rick,20-01-2020,strawberries,0
Rick,20-01-2020,plums,0
Rick,20-01-2020,pears,0.02
Rick,20-01-2020,tomatoes,0.21
Dick,20-01-2020,apples,0.01
Dick,20-01-2020,oranges,0.11
Dick,20-01-2020,strawberries,0
Dick,20-01-2020,plums,0
Dick,20-01-2020,pears,0.01
Dick,20-01-2020,tomatoes,0.13
Jake,20-01-2020,apples,0.01
Jake,20-01-2020,oranges,0.12
Jake,20-01-2020,strawberries,0
Jake,20-01-2020,plums,0
Jake,20-01-2020,pears,0.02
Jake,20-01-2020,tomatoes,0.08
Paul,20-01-2020,apples,0.01
Paul,20-01-2020,oranges,0.16
Paul,20-01-2020,strawberries,0
Paul,20-01-2020,plums,0
Paul,20-01-2020,pears,0.02
Paul,20-01-2020,tomatoes,0.09
Jason,20-01-2020,apples,0
Jason,20-01-2020,oranges,0.18
Jason,20-01-2020,strawberries,0.01
Jason,20-01-2020,plums,0
Jason,20-01-2020,pears,0.02
Jason,20-01-2020,tomatoes,0.09
Peter,20-01-2020,apples,0.01
Peter,20-01-2020,oranges,0.05
Peter,20-01-2020,strawberries,0
Peter,20-01-2020,plums,0
Peter,20-01-2020,pears,0.02
Peter,20-01-2020,tomatoes,0.06
John,21-01-2020,apples,0
John,21-01-2020,oranges,0.11
John,21-01-2020,strawberries,0
John,21-01-2020,plums,0
John,21-01-2020,pears,0.01
John,21-01-2020,tomatoes,0.05
Nick,21-01-2020,apples,0.01
Nick,21-01-2020,oranges,0.09
Nick,21-01-2020,strawberries,0
Nick,21-01-2020,plums,0
Nick,21-01-2020,pears,0.03
Nick,21-01-2020,tomatoes,0.09
Rick,21-01-2020,apples,0.01
Rick,21-01-2020,oranges,0.17
Rick,21-01-2020,strawberries,0
Rick,21-01-2020,plums,0
Rick,21-01-2020,pears,0.02
Rick,21-01-2020,tomatoes,0.14
Dick,21-01-2020,apples,0.02
Dick,21-01-2020,oranges,0.15
Dick,21-01-2020,strawberries,0
Dick,21-01-2020,plums,0
Dick,21-01-2020,pears,0.02
Dick,21-01-2020,tomatoes,0
Jake,21-01-2020,apples,0.02
Jake,21-01-2020,oranges,0.11
Jake,21-01-2020,strawberries,0
Jake,21-01-2020,plums,0
Jake,21-01-2020,pears,0.02
Jake,21-01-2020,tomatoes,0.12
Paul,21-01-2020,apples,0.01
Paul,21-01-2020,oranges,0.16
Paul,21-01-2020,strawberries,0
Paul,21-01-2020,plums,0
Paul,21-01-2020,pears,0.02
Paul,21-01-2020,tomatoes,0.16
Jason,21-01-2020,apples,0
Jason,21-01-2020,oranges,0.15
Jason,21-01-2020,strawberries,0
Jason,21-01-2020,plums,0
Jason,21-01-2020,pears,0.01
Jason,21-01-2020,tomatoes,0.07
Peter,21-01-2020,apples,0.01
Peter,21-01-2020,oranges,0.12
Peter,21-01-2020,strawberries,0
Peter,21-01-2020,plums,0
Peter,21-01-2020,pears,0.01
Peter,21-01-2020,tomatoes,0
John,22-01-2020,apples,0.01
John,22-01-2020,oranges,0.09
John,22-01-2020,strawberries,0
John,22-01-2020,plums,0
John,22-01-2020,pears,0.03
John,22-01-2020,tomatoes,0.05
Nick,22-01-2020,apples,0.01
Nick,22-01-2020,oranges,0.09
Nick,22-01-2020,strawberries,0
Nick,22-01-2020,plums,0
Nick,22-01-2020,pears,0.02
Nick,22-01-2020,tomatoes,0.03
Rick,22-01-2020,apples,0.01
Rick,22-01-2020,oranges,0.11
Rick,22-01-2020,strawberries,0
Rick,22-01-2020,plums,0
Rick,22-01-2020,pears,0.02
Rick,22-01-2020,tomatoes,0.14
Dick,22-01-2020,apples,0.01
Dick,22-01-2020,oranges,0.21
Dick,22-01-2020,strawberries,0
Dick,22-01-2020,plums,0
Dick,22-01-2020,pears,0.01
Dick,22-01-2020,tomatoes,0.07
Jake,22-01-2020,apples,0.01
Jake,22-01-2020,oranges,0.06
Jake,22-01-2020,strawberries,0
Jake,22-01-2020,plums,0
Jake,22-01-2020,pears,0.03
Jake,22-01-2020,tomatoes,0.04
Paul,22-01-2020,apples,0.02
Paul,22-01-2020,oranges,0.1
Paul,22-01-2020,strawberries,0
Paul,22-01-2020,plums,0
Paul,22-01-2020,pears,0.02
Paul,22-01-2020,tomatoes,0.13
Jason,22-01-2020,apples,0.01
Jason,22-01-2020,oranges,0.14
Jason,22-01-2020,strawberries,0
Jason,22-01-2020,plums,0
Jason,22-01-2020,pears,0.01
Jason,22-01-2020,tomatoes,0.13
Peter,22-01-2020,apples,0.02
Peter,22-01-2020,oranges,0.11
Peter,22-01-2020,strawberries,0
Peter,22-01-2020,plums,0
Peter,22-01-2020,pears,0.02
Peter,22-01-2020,tomatoes,0.04
John,23-01-2020,apples,0.02
John,23-01-2020,oranges,0.19
John,23-01-2020,strawberries,0
John,23-01-2020,plums,0
John,23-01-2020,pears,0
John,23-01-2020,tomatoes,0.11
Nick,23-01-2020,apples,0.01
Nick,23-01-2020,oranges,0.17
Nick,23-01-2020,strawberries,0
Nick,23-01-2020,plums,0
Nick,23-01-2020,pears,0
Nick,23-01-2020,tomatoes,0.03
Rick,23-01-2020,apples,0
Rick,23-01-2020,oranges,0.18
Rick,23-01-2020,strawberries,0
Rick,23-01-2020,plums,0
Rick,23-01-2020,pears,0.01
Rick,23-01-2020,tomatoes,0.2
Dick,23-01-2020,apples,0.01
Dick,23-01-2020,oranges,0.13
Dick,23-01-2020,strawberries,0
Dick,23-01-2020,plums,0
Dick,23-01-2020,pears,0.02
Dick,23-01-2020,tomatoes,0.14
Jake,23-01-2020,apples,0.01
Jake,23-01-2020,oranges,0.02
Jake,23-01-2020,strawberries,0
Jake,23-01-2020,plums,0
Jake,23-01-2020,pears,0.03
Jake,23-01-2020,tomatoes,0.19
Paul,23-01-2020,apples,0
Paul,23-01-2020,oranges,0.1
Paul,23-01-2020,strawberries,0
Paul,23-01-2020,plums,0
Paul,23-01-2020,pears,0.02
Paul,23-01-2020,tomatoes,0.11
Jason,23-01-2020,apples,0.01
Jason,23-01-2020,oranges,0.05
Jason,23-01-2020,strawberries,0.01
Jason,23-01-2020,plums,0
Jason,23-01-2020,pears,0.03
Jason,23-01-2020,tomatoes,0.15
Peter,23-01-2020,apples,0
Peter,23-01-2020,oranges,0.22
Peter,23-01-2020,strawberries,0
Peter,23-01-2020,plums,0
Peter,23-01-2020,pears,0.02
Peter,23-01-2020,tomatoes,0.11
John,24-01-2020,apples,0.01
John,24-01-2020,oranges,0.08
John,24-01-2020,strawberries,0
John,24-01-2020,plums,0
John,24-01-2020,pears,0.03
John,24-01-2020,tomatoes,0.08
Nick,24-01-2020,apples,0
Nick,24-01-2020,oranges,0.06
Nick,24-01-2020,strawberries,0
Nick,24-01-2020,plums,0
Nick,24-01-2020,pears,0.02
Nick,24-01-2020,tomatoes,0.09
Rick,24-01-2020,apples,0.01
Rick,24-01-2020,oranges,0.2
Rick,24-01-2020,strawberries,0
Rick,24-01-2020,plums,0
Rick,24-01-2020,pears,0.03
Rick,24-01-2020,tomatoes,0.05
Dick,24-01-2020,apples,0.01
Dick,24-01-2020,oranges,0.15
Dick,24-01-2020,strawberries,0.01
Dick,24-01-2020,plums,0
Dick,24-01-2020,pears,0.01
Dick,24-01-2020,tomatoes,0.15
Jake,24-01-2020,apples,0.01
Jake,24-01-2020,oranges,0.2
Jake,24-01-2020,strawberries,0
Jake,24-01-2020,plums,0
Jake,24-01-2020,pears,0.02
Jake,24-01-2020,tomatoes,0.09
Paul,24-01-2020,apples,0.01
Paul,24-01-2020,oranges,0.1
Paul,24-01-2020,strawberries,0.01
Paul,24-01-2020,plums,0
Paul,24-01-2020,pears,0.03
Paul,24-01-2020,tomatoes,0.06
Jason,24-01-2020,apples,0.01
Jason,24-01-2020,oranges,0.06
Jason,24-01-2020,strawberries,0.01
Jason,24-01-2020,plums,0
Jason,24-01-2020,pears,0
Jason,24-01-2020,tomatoes,0.16
Peter,24-01-2020,apples,0.02
Peter,24-01-2020,oranges,0.18
Peter,24-01-2020,strawberries,0
Peter,24-01-2020,plums,0
Peter,24-01-2020,pears,0.01
Peter,24-01-2020,tomatoes,0.15
John,25-01-2020,apples,0.01
John,25-01-2020,oranges,0.08
John,25-01-2020,strawberries,0
John,25-01-2020,plums,0
John,25-01-2020,pears,0.02
John,25-01-2020,tomatoes,0.15
Nick,25-01-2020,apples,0.01
Nick,25-01-2020,oranges,0.14
Nick,25-01-2020,strawberries,0
Nick,25-01-2020,plums,0
Nick,25-01-2020,pears,0.01
Nick,25-01-2020,tomatoes,0.07
Rick,25-01-2020,apples,0
Rick,25-01-2020,oranges,0.14
Rick,25-01-2020,strawberries,0.01
Rick,25-01-2020,plums,0
Rick,25-01-2020,pears,0.02
Rick,25-01-2020,tomatoes,0.13
Dick,25-01-2020,apples,0.01
Dick,25-01-2020,oranges,0.12
Dick,25-01-2020,strawberries,0.01
Dick,25-01-2020,plums,0
Dick,25-01-2020,pears,0.01
Dick,25-01-2020,tomatoes,0.09
Jake,25-01-2020,apples,0
Jake,25-01-2020,oranges,0.11
Jake,25-01-2020,strawberries,0
Jake,25-01-2020,plums,0
Jake,25-01-2020,pears,0.02
Jake,25-01-2020,tomatoes,0.05
Paul,25-01-2020,apples,0.01
Paul,25-01-2020,oranges,0.16
Paul,25-01-2020,strawberries,0
Paul,25-01-2020,plums,0
Paul,25-01-2020,pears,0.02
Paul,25-01-2020,tomatoes,0.12
Jason,25-01-2020,apples,0.01
Jason,25-01-2020,oranges,0.03
Jason,25-01-2020,strawberries,0
Jason,25-01-2020,plums,0
Jason,25-01-2020,pears,0.02
Jason,25-01-2020,tomatoes,0.07
Peter,25-01-2020,apples,0
Peter,25-01-2020,oranges,0.15
Peter,25-01-2020,strawberries,0.01
Peter,25-01-2020,plums,0
Peter,25-01-2020,pears,0.01
Peter,25-01-2020,tomatoes,0.12
John,26-01-2020,apples,0
John,26-01-2020,oranges,0.07
John,26-01-2020,strawberries,0
John,26-01-2020,plums,0
John,26-01-2020,pears,0.02
John,26-01-2020,tomatoes,0.04
Nick,26-01-2020,apples,0.01
Nick,26-01-2020,oranges,0.04
Nick,26-01-2020,strawberries,0
Nick,26-01-2020,plums,0
Nick,26-01-2020,pears,0
Nick,26-01-2020,tomatoes,0.16
Rick,26-01-2020,apples,0.01
Rick,26-01-2020,oranges,0.1
Rick,26-01-2020,strawberries,0
Rick,26-01-2020,plums,0
Rick,26-01-2020,pears,0.02
Rick,26-01-2020,tomatoes,0.18
Dick,26-01-2020,apples,0
Dick,26-01-2020,oranges,0.08
Dick,26-01-2020,strawberries,0
Dick,26-01-2020,plums,0
Dick,26-01-2020,pears,0.02
Dick,26-01-2020,tomatoes,0.07
Jake,26-01-2020,apples,0.01
Jake,26-01-2020,oranges,0.14
Jake,26-01-2020,strawberries,0
Jake,26-01-2020,plums,0
Jake,26-01-2020,pears,0.02
Jake,26-01-2020,tomatoes,0.04
Paul,26-01-2020,apples,0.02
Paul,26-01-2020,oranges,0.19
Paul,26-01-2020,strawberries,0
Paul,26-01-2020,plums,0
Paul,26-01-2020,pears,0.02
Paul,26-01-2020,tomatoes,0.13
Jason,26-01-2020,apples,0.01
Jason,26-01-2020,oranges,0.11
Jason,26-01-2020,strawberries,0
Jason,26-01-2020,plums,0
Jason,26-01-2020,pears,0.02
Jason,26-01-2020,tomatoes,0.12
Peter,26-01-2020,apples,0.02
Peter,26-01-2020,oranges,0.14
Peter,26-01-2020,strawberries,0
Peter,26-01-2020,plums,0
Peter,26-01-2020,pears,0.01
Peter,26-01-2020,tomatoes,0.17
John,27-01-2020,apples,0.01
John,27-01-2020,oranges,0.16
John,27-01-2020,strawberries,0
John,27-01-2020,plums,0
John,27-01-2020,pears,0.01
John,27-01-2020,tomatoes,0.16
Nick,27-01-2020,apples,0.01
Nick,27-01-2020,oranges,0.17
Nick,27-01-2020,strawberries,0
Nick,27-01-2020,plums,0
Nick,27-01-2020,pears,0.01
Nick,27-01-2020,tomatoes,0.12
Rick,27-01-2020,apples,0.01
Rick,27-01-2020,oranges,0.16
Rick,27-01-2020,strawberries,0
Rick,27-01-2020,plums,0
Rick,27-01-2020,pears,0.02
Rick,27-01-2020,tomatoes,0.05
Dick,27-01-2020,apples,0.01
Dick,27-01-2020,oranges,0.17
Dick,27-01-2020,strawberries,0
Dick,27-01-2020,plums,0
Dick,27-01-2020,pears,0
Dick,27-01-2020,tomatoes,0.21
Jake,27-01-2020,apples,0.02
Jake,27-01-2020,oranges,0.08
Jake,27-01-2020,strawberries,0.01
Jake,27-01-2020,plums,0
Jake,27-01-2020,pears,0.02
Jake,27-01-2020,tomatoes,0.07
Paul,27-01-2020,apples,0.01
Paul,27-01-2020,oranges,0.09
Paul,27-01-2020,strawberries,0
Paul,27-01-2020,plums,0
Paul,27-01-2020,pears,0.03
Paul,27-01-2020,tomatoes,0.01
Jason,27-01-2020,apples,0.01
Jason,27-01-2020,oranges,0.14
Jason,27-01-2020,strawberries,0
Jason,27-01-2020,plums,0
Jason,27-01-2020,pears,0.02
Jason,27-01-2020,tomatoes,0.1
Peter,27-01-2020,apples,0.02
Peter,27-01-2020,oranges,0.21
Peter,27-01-2020,strawberries,0
Peter,27-01-2020,plums,0
Peter,27-01-2020,pears,0.03
Peter,27-01-2020,tomatoes,0.09
John,28-01-2020,apples,0.01
John,28-01-2020,oranges,0.15
John,28-01-2020,strawberries,0
John,28-01-2020,plums,0
John,28-01-2020,pears,0.03
John,28-01-2020,tomatoes,0.05
Nick,28-01-2020,apples,0.01
Nick,28-01-2020,oranges,0.23
Nick,28-01-2020,strawberries,0
Nick,28-01-2020,plums,0
Nick,28-01-2020,pears,0.01
Nick,28-01-2020,tomatoes,0.13
Rick,28-01-2020,apples,0.01
Rick,28-01-2020,oranges,0.13
Rick,28-01-2020,strawberries,0
Rick,28-01-2020,plums,0
Rick,28-01-2020,pears,0.01
Rick,28-01-2020,tomatoes,0.17
Dick,28-01-2020,apples,0.01
Dick,28-01-2020,oranges,0.22
Dick,28-01-2020,strawberries,0.01
Dick,28-01-2020,plums,0
Dick,28-01-2020,pears,0.01
Dick,28-01-2020,tomatoes,0.12
Jake,28-01-2020,apples,0
Jake,28-01-2020,oranges,0.12
Jake,28-01-2020,strawberries,0
Jake,28-01-2020,plums,0
Jake,28-01-2020,pears,0
Jake,28-01-2020,tomatoes,0.14
Paul,28-01-2020,apples,0.01
Paul,28-01-2020,oranges,0.21
Paul,28-01-2020,strawberries,0
Paul,28-01-2020,plums,0
Paul,28-01-2020,pears,0.02
Paul,28-01-2020,tomatoes,0.11
Jason,28-01-2020,apples,0.01
Jason,28-01-2020,oranges,0.08
Jason,28-01-2020,strawberries,0
Jason,28-01-2020,plums,0
Jason,28-01-2020,pears,0.02
Jason,28-01-2020,tomatoes,0.05
Peter,28-01-2020,apples,0.02
Peter,28-01-2020,oranges,0.1
Peter,28-01-2020,strawberries,0
Peter,28-01-2020,plums,0
Peter,28-01-2020,pears,0.03
Peter,28-01-2020,tomatoes,0.14
John,29-01-2020,apples,0.01
John,29-01-2020,oranges,0.23
John,29-01-2020,strawberries,0
John,29-01-2020,plums,0
John,29-01-2020,pears,0.02
John,29-01-2020,tomatoes,0.09
Nick,29-01-2020,apples,0.01
Nick,29-01-2020,oranges,0.12
Nick,29-01-2020,strawberries,0.01
Nick,29-01-2020,plums,0
Nick,29-01-2020,pears,0.03
Nick,29-01-2020,tomatoes,0.12
Rick,29-01-2020,apples,0.01
Rick,29-01-2020,oranges,0.04
Rick,29-01-2020,strawberries,0
Rick,29-01-2020,plums,0
Rick,29-01-2020,pears,0.03
Rick,29-01-2020,tomatoes,0.15
Dick,29-01-2020,apples,0.01
Dick,29-01-2020,oranges,0.11
Dick,29-01-2020,strawberries,0
Dick,29-01-2020,plums,0
Dick,29-01-2020,pears,0.02
Dick,29-01-2020,tomatoes,0.01
Jake,29-01-2020,apples,0.01
Jake,29-01-2020,oranges,0.19
Jake,29-01-2020,strawberries,0.01
Jake,29-01-2020,plums,0
Jake,29-01-2020,pears,0.01
Jake,29-01-2020,tomatoes,0.11
Paul,29-01-2020,apples,0.01
Paul,29-01-2020,oranges,0.05
Paul,29-01-2020,strawberries,0
Paul,29-01-2020,plums,0
Paul,29-01-2020,pears,0.02
Paul,29-01-2020,tomatoes,0.09
Jason,29-01-2020,apples,0.01
Jason,29-01-2020,oranges,0.06
Jason,29-01-2020,strawberries,0
Jason,29-01-2020,plums,0
Jason,29-01-2020,pears,0.02
Jason,29-01-2020,tomatoes,0.08
Peter,29-01-2020,apples,0.02
Peter,29-01-2020,oranges,0.1
Peter,29-01-2020,strawberries,0
Peter,29-01-2020,plums,0
Peter,29-01-2020,pears,0.01
Peter,29-01-2020,tomatoes,0.17
John,30-01-2020,apples,0.01
John,30-01-2020,oranges,0.1
John,30-01-2020,strawberries,0
John,30-01-2020,plums,0
John,30-01-2020,pears,0.02
John,30-01-2020,tomatoes,0.02
Nick,30-01-2020,apples,0.01
Nick,30-01-2020,oranges,0.22
Nick,30-01-2020,strawberries,0
Nick,30-01-2020,plums,0
Nick,30-01-2020,pears,0.03
Nick,30-01-2020,tomatoes,0.13
Rick,30-01-2020,apples,0.01
Rick,30-01-2020,oranges,0.07
Rick,30-01-2020,strawberries,0.01
Rick,30-01-2020,plums,0
Rick,30-01-2020,pears,0.03
Rick,30-01-2020,tomatoes,0.04
Dick,30-01-2020,apples,0
Dick,30-01-2020,oranges,0.12
Dick,30-01-2020,strawberries,0
Dick,30-01-2020,plums,0
Dick,30-01-2020,pears,0.02
Dick,30-01-2020,tomatoes,0.08
Jake,30-01-2020,apples,0.01
Jake,30-01-2020,oranges,0.06
Jake,30-01-2020,strawberries,0.01
Jake,30-01-2020,plums,0
Jake,30-01-2020,pears,0.01
Jake,30-01-2020,tomatoes,0.04
Paul,30-01-2020,apples,0.01
Paul,30-01-2020,oranges,0.12
Paul,30-01-2020,strawberries,0
Paul,30-01-2020,plums,0
Paul,30-01-2020,pears,0.01
Paul,30-01-2020,tomatoes,0.05
Jason,30-01-2020,apples,0.02
Jason,30-01-2020,oranges,0.15
Jason,30-01-2020,strawberries,0
Jason,30-01-2020,plums,0
Jason,30-01-2020,pears,0.03
Jason,30-01-2020,tomatoes,0.11
Peter,30-01-2020,apples,0.01
Peter,30-01-2020,oranges,0.18
Peter,30-01-2020,strawberries,0
Peter,30-01-2020,plums,0
Peter,30-01-2020,pears,0.02
Peter,30-01-2020,tomatoes,0.16
John,31-01-2020,apples,0.02
John,31-01-2020,oranges,0.21
John,31-01-2020,strawberries,0
John,31-01-2020,plums,0
John,31-01-2020,pears,0.01
John,31-01-2020,tomatoes,0.03
Nick,31-01-2020,apples,0
Nick,31-01-2020,oranges,0.18
Nick,31-01-2020,strawberries,0
Nick,31-01-2020,plums,0
Nick,31-01-2020,pears,0
Nick,31-01-2020,tomatoes,0.05
Rick,31-01-2020,apples,0.01
Rick,31-01-2020,oranges,0.11
Rick,31-01-2020,strawberries,0
Rick,31-01-2020,plums,0
Rick,31-01-2020,pears,0.03
Rick,31-01-2020,tomatoes,0.1
Dick,31-01-2020,apples,0.01
Dick,31-01-2020,oranges,0.2
Dick,31-01-2020,strawberries,0
Dick,31-01-2020,plums,0
Dick,31-01-2020,pears,0.03
Dick,31-01-2020,tomatoes,0.13
Jake,31-01-2020,apples,0.01
Jake,31-01-2020,oranges,0.11
Jake,31-01-2020,strawberries,0.01
Jake,31-01-2020,plums,0
Jake,31-01-2020,pears,0.01
Jake,31-01-2020,tomatoes,0.05
Paul,31-01-2020,apples,0.01
Paul,31-01-2020,oranges,0.13
Paul,31-01-2020,strawberries,0.01
Paul,31-01-2020,plums,0
Paul,31-01-2020,pears,0.02
Paul,31-01-2020,tomatoes,0.1
Jason,31-01-2020,apples,0.02
Jason,31-01-2020,oranges,0.08
Jason,31-01-2020,strawberries,0
Jason,31-01-2020,plums,0
Jason,31-01-2020,pears,0.03
Jason,31-01-2020,tomatoes,0.04
Peter,31-01-2020,apples,0.02
Peter,31-01-2020,oranges,0.19
Peter,31-01-2020,strawberries,0
Peter,31-01-2020,plums,0
Peter,31-01-2020,pears,0.02
Peter,31-01-2020,tomatoes,0.07
John,01-02-2020,apples,0.02
John,01-02-2020,oranges,0.16
John,01-02-2020,strawberries,0.01
John,01-02-2020,plums,0
John,01-02-2020,pears,0.02
John,01-02-2020,tomatoes,0.09
Nick,01-02-2020,apples,0.01
Nick,01-02-2020,oranges,0.15
Nick,01-02-2020,strawberries,0.01
Nick,01-02-2020,plums,0
Nick,01-02-2020,pears,0.01
Nick,01-02-2020,tomatoes,0.22
Rick,01-02-2020,apples,0.02
Rick,01-02-2020,oranges,0.14
Rick,01-02-2020,strawberries,0
Rick,01-02-2020,plums,0
Rick,01-02-2020,pears,0.02
Rick,01-02-2020,tomatoes,0.06
Dick,01-02-2020,apples,0.02
Dick,01-02-2020,oranges,0.22
Dick,01-02-2020,strawberries,0
Dick,01-02-2020,plums,0
Dick,01-02-2020,pears,0.03
Dick,01-02-2020,tomatoes,0.07
Jake,01-02-2020,apples,0.01
Jake,01-02-2020,oranges,0.19
Jake,01-02-2020,strawberries,0.01
Jake,01-02-2020,plums,0
Jake,01-02-2020,pears,0.02
Jake,01-02-2020,tomatoes,0.01
Paul,01-02-2020,apples,0.01
Paul,01-02-2020,oranges,0.07
Paul,01-02-2020,strawberries,0.01
Paul,01-02-2020,plums,0
Paul,01-02-2020,pears,0.01
Paul,01-02-2020,tomatoes,0.05
Jason,01-02-2020,apples,0.01
Jason,01-02-2020,oranges,0.12
Jason,01-02-2020,strawberries,0.01
Jason,01-02-2020,plums,0
Jason,01-02-2020,pears,0.02
Jason,01-02-2020,tomatoes,0.15
Peter,01-02-2020,apples,0.03
Peter,01-02-2020,oranges,0.09
Peter,01-02-2020,strawberries,0.01
Peter,01-02-2020,plums,0
Peter,01-02-2020,pears,0.01
Peter,01-02-2020,tomatoes,0.02
John,02-02-2020,apples,0.01
John,02-02-2020,oranges,0.22
John,02-02-2020,strawberries,0
John,02-02-2020,plums,0
John,02-02-2020,pears,0.02
John,02-02-2020,tomatoes,0.03
Nick,02-02-2020,apples,0.02
Nick,02-02-2020,oranges,0.15
Nick,02-02-2020,strawberries,0
Nick,02-02-2020,plums,0
Nick,02-02-2020,pears,0.04
Nick,02-02-2020,tomatoes,0.18
Rick,02-02-2020,apples,0.02
Rick,02-02-2020,oranges,0.11
Rick,02-02-2020,strawberries,0
Rick,02-02-2020,plums,0
Rick,02-02-2020,pears,0.03
Rick,02-02-2020,tomatoes,0.11
